applicationdate,application_month_dt,salary_6m_amt,trans_out_cashless_sum_3m_amt,avg_salary_6m_amt,active_deal_3m_amt,conf_income_amt,trans_out_services_sum_3m_pct,trans_in_cashless_sum_1m_amt,dti_app_inc_w_services,trans_out_cash_sum_1m_amt,trans_out_cash_sum_6m_amt,trans_in_sum_12m_amt,trans_in_sum_e4m_amt,trans_out_services_sum_1m_amt,trans_out_cash_sum_6m_pct,trans_out_sum_e2m_amt,trans_out_sum_3m_amt,dti_app_inc,trans_out_sum_e5m_amt,trans_out_sum_e3m_amt,trans_out_sum_12m_amt,trans_in2out_cnt_12m_pct,trans_in_sum_3m_amt,trans_out_cashless_sum_12m_amt,salary_1mto12m_amt,trans_in_sum_e3m_amt,trans_in2out_sum_3m_pct,trans_out_cash_sum_12m_amt,trans_out_services_sum_12m_amt,active_deal_12m_amt,trans_in_return_sum_12m_amt,salary_1m_amt,add_income_amt,active_outstanding_amt,trans_out_cashless_sum_1m_amt,total_income_amt,trans_in_sum_1m_amt,active_credit_limit,all_debt_to_income,trans_out_sum_1m_amt,main_income_amt,trans_out_cashless_sum_6m_pct,salary_1mto3m_amt,salary_1mto6m_amt,dti_salary,trans_in2out_sum_12m_pct,salary_to_income,active_dealcnt_1m_to_3m_pct,active_dealcnt_1m_to_6m_pct,firth_deal_age_month,last_deal_age_month,del_12m_cnt,salary_6m_cnt,salary_month_12m_cnt,del_6m_cnt,active_deal_cnt,active_deal_12m_cnt,trans_out_sum_6m_cnt,until_close_month_cnt,salary_12m_cnt,trans_in_sum_12m_cnt,trans_in_sum_3m_cnt,trans_out_sum_3m_cnt,region,reg_region,industry_group,industry,live_region,bki_less_6m_flg,deal_type_6_flg,employmenttype,inquiry_1_week,gender,bki_del59_12m_flg,education_group,education,deal_type_9_flg,zp_segment,bki_del90_6m_flg,saleschannel,loanpurpose,age,raw_lgbm,score4,score_list,util_score,logreg_pd,logreg_pd_isoton,new_gl_90_12
2019-12-18,2019-12-01,,,,0.0,3225032.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,179.03968108108108,,,,0.0,,3245032.0,,228000.0,0.0,,3225075.7116216216,,,,,,,1.0,1.0,151.0,45.0,0,77,48,0,2,2,1022,480,111,224,105,607,41,42,2,4,41,0,0,2,3,1,0,1,4,0,1,0,3,13,28,0.0455974715608417,0.013467,825.0,0.0308896347968918,0.0160376291082179,0.0157927984838913,0
2019-12-18,2019-12-01,470396.15,54026.3711365076,3921256.023536036,668681.0,39150.0,0.97,18400.0,6136.475261693694,11000.0,14200.0,194135.8276659362,22100.0,50972.970138549805,0.13,52421.50268851555,169686.80983543396,0.16,43769.84992599487,64845.5939451388,677814.1291866302,0.0300108828828828,114604.79594594597,115488.74808245352,14314838.041178182,16900.0,0.68,90600.0,471727.849401474,668860.0396810811,0.0,143089.4,,668681.0,44218.27978515625,79150.0,18400.327027027022,1064499.0,17.08,106235.56617460505,39193.71162162162,1.01,5.92,3.653201873873874,0.0,0.29,61.73,1.0,1.0,51.0,3.0,0,15,6,0,5,5,481,646,15,26,14,251,53,54,0,28,53,1,1,2,0,1,0,0,2,1,0,0,13,14,6,0.0059741884618587,0.015961,876.0,0.1251337688871601,0.0054620698518354,0.0037940379403794,0
2019-12-18,2019-12-01,315748.88,12000.091351351351,2632528.823536036,440067.0,63500.0,2.2,0.0,18738.10526169369,26700.0,180400.0,16087.947668682787,1572.120002746582,16505.480010986328,4.16,42528.51284323968,198866.10067749023,0.3,50629.29998779297,99002.84421026024,548088.9107627869,0.0600108828828828,7576.915948692528,30161.4682972973,6811752.041178183,0.0,0.04,343740.0,174189.9107627869,440246.0396810811,72.12000274658203,68058.54,,440067.0,200.0,63500.0,1000.327027027027,754282.0,6.93,43449.79626188532,56543.71162162162,0.28,3.3,2.593201873873874,0.01,0.03,32.43,0.0,0.0,137.0,9.0,2,16,6,2,3,4,220,635,16,18,3,144,73,74,2,4,73,0,0,2,0,1,1,0,2,1,0,1,13,14,10,0.0166673494736087,0.032395,841.0,0.3301779552061473,0.0135001719466089,0.0104166666666666,0
2019-12-18,2019-12-01,,,,659581.0,228113.0,,,23041.60526169369,,,,,,,,,0.1,,,,,,,,,,,,659760.0396810811,,,,659581.0,,328113.0,,928000.0,2.89,,226156.7116216216,,,,,,,1.0,1.0,35.0,23.0,0,77,48,0,1,1,1022,201,111,224,105,607,72,73,3,23,72,0,0,2,0,1,0,0,2,1,1,0,3,13,20,0.0241871353422839,0.12364,854.0,0.1191311673574791,0.0137724422780013,0.0123339658444022,0
2019-12-19,2019-12-01,,0.0913513513513513,,,1790560800.0,0.01,76710.3003692627,,0.0,0.0,1535.8276659362066,0.0,43841.69012069702,0.0,633.272822487716,618.8599853515625,,0.0,9.753939264153145,618.8599853515625,1.0000108828828829,1504.795945945946,2.468297297297297,,0.0,2.42,0.0,618.8599853515625,,0.0,,,,4897.0,1790560800.0,76710.62739628972,,,48783.00637159601,1790557343.7116215,0.0,,,,2.42,,,,,,42,77,0,25,25,57,2,661,111,2,2,2,26,27,0,28,26,2,2,2,1,1,2,0,2,2,1,2,3,13,14,0.0234367243555167,0.020856,748.0,0.0313062688515871,0.0231262454545618,0.0209042294603791,0
2019-12-19,2019-12-01,,,,625788.0,46000.0,,,14987.605261693694,,,,,,,,,0.33,,,,,,,,,,,,625967.0396810811,,,,625788.0,,46000.0,,899930.0,13.6,,40043.71162162162,,,,,,,1.0,1.0,141.0,4.0,0,77,48,0,4,4,1022,647,111,224,105,607,46,47,0,11,46,1,0,2,0,1,0,0,2,1,1,0,3,6,16,0.0229095754148411,0.034795,889.0,0.1238136663762969,0.007021236280615,0.0037940379403794,0
2019-12-19,2019-12-01,,0.0913513513513513,,197077.0,60000.0,0.09,1500.0,12041.605261693694,0.0,0.0,1535.8276659362066,0.0,3066.720016479492,0.0,280.4128371361535,266.0,0.2,0.0,9.753939264153145,266.0,1.0000108828828829,1504.795945945946,2.468297297297297,,0.0,5.64,0.0,266.0,197256.03968108108,0.0,,,197077.0,0.0,95000.0,1500.327027027027,485551.0,3.28,3111.036267378487,35043.71162162162,0.0,,,,5.64,,1.0,1.0,145.0,0.0,0,77,48,0,7,7,2,646,111,2,2,2,41,42,2,4,41,1,0,2,1,0,0,0,2,1,1,0,7,13,19,0.027989925775787,0.020114,839.0,0.1181029323098951,0.011818353714337,0.0072332730560578,0
2019-12-19,2019-12-01,,0.0913513513513513,,79378.0,120000.0,,0.0,14883.605261693694,0.0,0.0,785.8276659362065,0.0,0.0,,264.4128371361535,250.0,0.12,0.0,9.753939264153145,250.0,2.000010882882883,754.795945945946,2.468297297297297,,0.0,3.0,0.0,250.0,79557.03968108108,0.0,,20000.0,79378.0,0.0,120000.0,0.327027027027027,950000.0,0.66,44.31625089899482,100043.71162162162,,,,,3.0,,0.0,0.0,93.0,2.0,0,77,48,0,3,5,1,646,111,2,2,1,69,43,0,28,42,1,0,2,1,1,0,0,2,1,1,0,13,14,8,0.0138340506793652,0.011366,842.0,0.0210363549126525,0.0074103946501468,0.0037940379403794,0
2019-12-19,2019-12-01,,,,117600.0,89600.0,,,8779.605261693694,,,,,,,,,0.1,,,,,,,,,,,,117779.03968108108,,,,117600.0,,89600.0,,208900.0,1.31,,69643.71162162162,,,,,,,1.0,0.0,102.0,3.0,0,77,48,0,3,4,1022,647,111,224,105,607,69,43,2,4,42,1,0,2,10,0,0,1,4,1,1,0,3,3,23,0.0945890121184424,0.026146,737.0,0.1567215011447723,0.1088453572612315,0.1006864988558352,0
2019-12-19,2019-12-01,,,,847026.0,3305709600.0,,,87091.6052616937,,,,,,,,,0.0,,,,,,,,,,,,847205.0396810811,,,35000.0,847026.0,,3305739500.0,,1999786.0,0.0,,3305674543.7116218,,,,,,,1.0,1.0,141.0,4.0,1,77,48,1,8,8,1022,502,111,224,105,607,26,27,1,32,26,1,1,2,4,0,1,0,2,1,1,1,13,14,22,0.0346914657970964,0.049971,859.0,0.2037324769541233,0.0139028636850797,0.0123339658444022,0
2019-12-19,2019-12-01,,,,2883990.0,39545704.0,,,28809.60526169369,,,,,,,,,0.0,,,,,,,,,,,,2884169.039681081,,,,2883990.0,,39595704.0,,3000000.0,0.07,,39545747.71162162,,,,,,,1.0,1.0,133.0,29.0,0,77,48,0,1,1,1022,376,111,224,105,607,58,59,1,32,58,0,1,2,0,0,0,0,2,0,1,0,13,14,16,0.0164848349031838,0.006874,782.0,0.0555986889189908,0.0144709857748715,0.0123339658444022,0
2019-12-19,2019-12-01,69429.16,7000.091351351352,579864.423536036,0.0,25000.0,0.57,0.0,4.845261693693693,3100.0,5700.0,3035.8276659362064,0.0,28660.88001441956,0.18,21885.002818215256,30928.669998168945,0.0,0.0,9067.833956353998,30928.669998168945,0.0200108828828828,3004.7959459459457,7002.468297297297,,0.0,0.1,5700.0,18228.669998168945,179.03968108108108,0.0,48320.0,,0.0,360.0,25000.0,0.327027027027027,0.0,0.0,32165.196265318555,25043.71162162162,0.22,8.35,8.353201873873873,0.0,0.1,23.14,,,37.0,37.0,0,6,3,0,0,0,60,137,6,1,1,60,16,17,0,28,16,0,0,2,0,1,0,0,2,0,0,0,7,0,5,0.0188915026520491,0.022005,824.0,0.058254354757128,0.0106495947789422,0.0072332730560578,0
2019-12-19,2019-12-01,,,,7090389.0,200000.0,,,113491.6052616937,,,,,,,,,0.57,,,,,,,,,,,,7090568.039681081,,,,7090389.0,,200000.0,,7380000.0,35.45,,200043.7116216216,,,,,,,1.0,1.0,162.0,10.0,0,77,48,0,4,5,1022,452,111,224,105,607,0,70,2,4,69,0,1,2,1,0,0,1,3,1,1,0,13,14,10,0.0381446329418078,0.030411,762.0,0.2829602981022103,0.0394502331427516,0.0530679933665008,0
2019-12-19,2019-12-01,,,,0.0,30892.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,179.03968108108108,,,,0.0,,40392.0,,0.0,0.0,,,,,,,,,,,172.0,94.0,0,77,48,0,0,0,1022,106,111,224,105,607,46,47,1,0,46,0,0,0,1,0,0,1,4,0,1,0,3,13,40,0.0533872713468969,0.052558,774.0,0.0788678976205278,0.0370971930346851,0.0530679933665008,0
2019-12-19,2019-12-01,,13328.651390871615,,167501.0,1641995100.0,0.01,0.0,1315.6052616936936,5000.0,4300.0,22935.827665936205,0.0,0.0,0.44,4560.152876961593,17745.74003982544,0.0,0.0,13209.753939264154,17745.74003982544,0.4500108828828829,22904.795945945945,13331.02833681756,,14200.0,1.29,4300.0,117.18000030517578,167680.03968108108,0.0,,,167501.0,4762.199951171875,1641995100.0,10950.327027027028,214841.0,0.0,9806.516202070872,1641980743.7116215,1.37,,,,1.29,,1.0,0.0,164.0,1.0,0,77,48,0,9,11,20,647,111,9,9,20,30,31,0,11,30,1,0,2,4,0,0,0,1,0,1,0,3,13,41,0.0176837815831821,0.027608,788.0,0.1300982450589968,0.0167810221920392,0.0157927984838913,0
2019-12-19,2019-12-01,,,,2488750.0,130000.0,,,55421.605261693694,,,,,,,,,0.43,,,,,,,,,,,,2488929.039681081,,,,2488750.0,,230000.0,,2907000.0,19.14,,130043.71162162162,,,,,,,1.0,1.0,157.0,11.0,31,77,48,15,6,9,1022,646,111,224,105,607,69,70,4,6,69,0,0,2,1,1,1,0,2,1,1,1,13,14,17,0.0227520407874281,0.018838,730.0,0.5218361574099453,0.0550074611330088,0.0541103017689906,0
2019-12-19,2019-12-01,,20000.09135135135,,88815.0,35010.0,0.54,23177.430053710938,36100.73526169369,22500.0,96300.0,224188.0674120299,64844.0,2699.599975585937,3.82,36289.11294089592,80551.50015258789,1.03,62261.20013046265,11814.753939264154,163187.8404502869,0.5800108828828828,172254.0356920397,20002.4682972973,,53247.0,2.14,101500.0,41567.84045028687,88994.03968108108,0.0,,,88815.0,0.0,65010.0,29577.757080737963,151000.0,2.54,25243.916226484933,,0.79,,,,1.37,,1.0,1.0,21.0,19.0,0,77,48,0,2,2,72,179,111,46,16,30,40,41,1,0,40,0,0,0,4,1,0,0,2,1,1,0,9,13,36,0.0396288054608109,0.009002,846.0,0.2324958425189668,0.0155898048288239,0.0123339658444022,0
2019-12-19,2019-12-01,,,,336494.0,147267170.0,,,1272.6052616936936,,,,,,,,,0.0,,,,,,,,,,,,336673.0396810811,,,,336494.0,,147267170.0,,873800.0,0.0,,147267213.7116216,,,,,,,1.0,1.0,88.0,14.0,0,77,48,0,3,3,1022,209,111,224,105,607,42,43,4,6,42,0,0,2,0,0,0,0,2,0,1,0,13,14,12,0.012802484252264,0.013906,863.0,0.0423125864891858,0.0061684542123956,0.0037940379403794,0
2019-12-19,2019-12-01,,,,450253.0,401500.0,,,60758.605261693694,,,,,,,,,0.15,,,,,,,,,,,,450432.0396810811,,,,450253.0,,401500.0,,2164845.0,1.12,,391543.7116216216,,,,,,,1.0,1.0,134.0,10.0,0,77,48,0,3,3,1022,269,111,224,105,607,70,41,1,32,40,0,0,2,9,1,0,0,2,0,1,0,3,14,23,0.0762825765674017,0.011543,910.0,0.0986334645700724,0.0135552962929201,0.0104166666666666,0
2019-12-19,2019-12-01,,,,574986.0,793547200.0,,,16152.605261693694,,,,,,,,,0.0,,,,,,,,,,,,575165.0396810811,,,,574986.0,,793547200.0,,767008.0,0.0,,793497243.7116216,,,,,,,1.0,1.0,20.0,2.0,1,77,48,0,3,3,1022,646,111,224,105,607,69,70,3,29,69,1,0,2,6,0,1,0,2,1,1,0,3,5,4,0.0680063486064883,0.015719,717.0,0.3161523042286819,0.1000828407510604,0.1006864988558352,0
2019-12-19,2019-12-01,,,,0.0,30000.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,179.03968108108108,,,5000.0,0.0,,30000.0,,300000.0,0.0,,25043.71162162162,,,,,,,1.0,1.0,156.0,36.0,0,77,48,0,2,2,1022,200,111,224,105,607,30,31,2,22,30,0,0,2,1,1,0,1,4,0,1,0,3,13,33,0.0293993130946534,0.012624,830.0,0.0222625251430687,0.0111697490514673,0.0072332730560578,0
2019-12-19,2019-12-01,116207.68,10675.091351351351,969685.423536036,308858.0,70000.0,0.17,0.0,5874.635261693694,17200.0,32100.0,35.82766593620648,0.0,1251.4900016784668,0.96,19926.412837136155,48392.80000305176,0.08,0.0,28490.55394231592,48392.80000305176,1.0882882882882884e-05,4.795945945945946,10677.468297297297,,0.0,0.0,32100.0,5617.800003051758,309037.0396810811,0.0,83238.94,,308858.0,15000.0,130000.0,0.327027027027027,355000.0,4.41,33495.80625257746,40043.71162162162,0.32,8.6,8.603201873873873,0.01,0.0,13.83,0.0,0.0,118.0,3.0,0,7,3,0,4,9,19,518,7,0,0,19,15,16,0,28,15,1,0,2,0,1,0,0,2,1,0,0,7,13,14,0.0117367399454085,0.005073,780.0,0.1267775406264322,0.0149436979867887,0.0123339658444022,0
2019-12-19,2019-12-01,,0.0913513513513513,,933801.0,34481536.0,,0.0,32391.60526169369,0.0,755000.0,124935.82766593622,84000.0,0.0,,14.412837136153486,0.0,0.0,755000.0,9.753939264153145,916000.0,1.7500108828828829,91304.79594594597,2.468297297297297,,2000.0,,916000.0,0.0,933980.0396810812,0.0,,,933801.0,0.0,34505536.0,33000.32702702703,1437467.0,0.03,44.31625089899482,34459147.71162162,,,,,0.14,,1.0,1.0,87.0,5.0,0,77,48,0,3,4,6,202,111,14,9,0,62,63,0,11,62,1,0,2,0,0,0,0,2,1,1,0,3,13,44,0.0169959913451196,0.01645,811.0,0.1196097408836005,0.0125444298483892,0.0104166666666666,0
2019-12-19,2019-12-01,2178598.93,489894.50150760135,18156279.22353604,1591065.0,200000.0,0.4,0.0,50708.395261693695,807800.0,387929.5498046875,205035.8276659362,5000.0,113036.9991607666,0.33,280149.40290366445,997052.8106002808,0.25,340571.9209136963,505160.04427587305,2655874.5399246216,0.0100108828828828,5004.795945945946,594656.8784535473,74310811.04117818,0.0,0.01,407729.5498046875,1653490.579963684,1591244.0396810812,0.0,743049.13,,1591065.0,268000.0,260000.0,0.327027027027027,2173647.0,7.96,1188881.3154116657,200043.7116216216,0.45,6.06,4.093201873873873,0.0,0.08,61.26,1.0,1.0,154.0,1.0,0,14,6,0,3,4,681,646,14,6,1,288,69,70,0,28,69,1,0,2,1,0,0,0,2,1,0,0,13,14,26,0.0114811840343533,0.004925,899.0,0.1299061710698734,0.0046745120491377,0.0026737967914438,0
2019-12-19,2019-12-01,,,,851.0,60000.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,1030.0396810810812,,,,851.0,,60000.0,,250000.0,0.01,,35043.71162162162,,,,,,,1.0,1.0,119.0,26.0,0,77,0,0,1,1,1022,441,111,224,105,607,29,30,0,3,29,0,0,2,0,0,0,1,4,0,1,0,4,3,22,0.0182008928429321,0.012938,767.0,0.0355655474967137,0.0171254757635115,0.0157927984838913,0
2019-12-19,2019-12-01,,,,1443062.0,508039000000000.0,,,30106.60526169369,,,,,,,,,0.0,,,,,,,,,,,,1443241.0396810812,,,50000.0,1443062.0,,508039000000000.0,,1587190.0,0.0,,508039000000043.7,,,,,,,1.0,1.0,79.0,5.0,0,77,48,0,4,6,1022,646,111,224,105,607,51,52,3,23,51,1,0,2,12,0,0,0,2,1,1,0,13,14,7,0.0744867939396285,0.022205,707.0,0.2507489224711923,0.1137550106254088,0.1137724550898203,1
2019-12-19,2019-12-01,,,,0.0,45100.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,179.03968108108108,,,,0.0,,45100.0,,55000.0,0.0,,30043.71162162162,,,,,,,1.0,1.0,85.0,1.0,0,77,48,0,1,1,1022,187,111,224,105,607,52,53,0,11,52,1,0,2,0,1,0,0,2,0,1,0,13,14,31,0.0145799338100842,0.007182,697.0,0.0470514499872484,0.0313354892979487,0.0290519877675841,0
2019-12-19,2019-12-01,122851.64,0.0913513513513513,1025051.823536036,279715.0,29300.0,0.06,0.0,4.685261693693693,93000.0,79500.0,116.52766288444867,0.0,13046.41996574402,0.75,22921.592843163377,69330.1699924469,0.0,25069.040000915527,26791.35393773828,98764.0899887085,0.0100108828828828,85.49594289418813,2.468297297297297,4553692.041178183,80.69999694824219,0.0,79500.0,19264.089988708496,279894.0396810811,80.69999694824219,45477.94,,72090.0,0.0,29300.0,82301.32702702703,117090.0,2.46,106090.736216643,21043.71162162162,0.0,5.86,4.443201873873874,0.0,0.0,26.5,0.0,0.0,99.0,1.0,0,14,6,0,4,6,108,195,14,1,1,55,40,41,0,3,40,1,0,2,3,1,0,1,4,0,0,0,3,13,35,0.0368781077725856,0.011106,812.0,0.3145302447818643,0.0234299698316018,0.0209042294603791,0
2019-12-19,2019-12-01,,0.0913513513513513,,1063083.0,50000.0,1.64,35880.0,16994.155261693693,0.0,0.0,71785.82766593622,0.0,49989.510986328125,0.0,82079.19335471428,82064.78051757812,0.34,0.0,9.753939264153145,82064.78051757812,0.5000108828828829,71754.79594594595,2.468297297297297,,0.0,0.87,0.0,82064.78051757812,1063262.0396810812,0.0,,10000.0,1063083.0,0.0,80000.0,35880.32702702703,1593558.0,21.26,50033.82723722712,40043.71162162162,0.0,,,,0.87,,1.0,1.0,46.0,2.0,0,77,48,0,3,3,16,646,111,8,8,16,68,69,3,29,68,1,1,2,1,0,0,0,2,0,1,0,13,14,10,0.0223027943141223,0.027314,734.0,0.1498887516605758,0.0315557688202131,0.0290519877675841,0
2019-12-19,2019-12-01,,,,349076.0,35000.0,,,1704.6052616936936,,,,,,,,,0.05,,,,,,,,,,,,349255.0396810811,,,,349076.0,,55000.0,,357000.0,9.97,,35043.71162162162,,,,,,,1.0,1.0,22.0,2.0,0,77,48,0,3,3,1022,282,111,224,105,607,17,18,3,9,17,1,0,2,5,0,0,1,5,0,1,0,13,14,22,0.0678212144182883,0.045519,664.0,0.2564436885405033,0.1596166699964661,0.1137724550898203,0
2019-12-20,2019-12-01,,,,50775.0,21000.0,,,2140.6052616936936,,,,,,,,,0.1,,,,,,,,,,,,50954.03968108108,,,,50775.0,,39000.0,,219889.0,2.42,,,,,,,,,0.0,0.0,167.0,4.0,3,77,48,3,2,3,1022,225,111,224,105,607,41,42,1,0,41,1,0,0,1,0,1,0,2,1,1,1,3,13,45,0.0339210890001969,0.040681,820.0,0.06902070696352,0.0158415774190238,0.0157927984838913,0
2019-12-20,2019-12-01,,,,6137.0,70000.0,,,21772.60526169369,,,,,,,,,0.31,,,,,,,,,,,,6316.039681081081,,,,6137.0,,140000.0,,481184.0,0.09,,50043.71162162162,,,,,,,1.0,1.0,138.0,3.0,0,77,48,0,6,6,1022,647,111,224,105,607,25,26,4,7,25,1,0,2,0,0,0,1,4,0,1,0,3,13,11,0.0371365127571641,0.02738,824.0,0.0479984162651883,0.0149449216654052,0.0123339658444022,0
2019-12-20,2019-12-01,,,,450846.0,50000.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,451025.0396810811,,,,450846.0,,50000.0,,642427.0,9.02,,45043.71162162162,,,,,,,1.0,1.0,138.0,3.0,0,77,48,0,2,2,1022,647,111,224,105,607,48,49,0,2,48,1,0,2,0,0,0,0,2,1,1,0,3,7,27,0.0250950120656512,0.016498,798.0,0.1105459383708257,0.0162912561169493,0.0157927984838913,0
2019-12-20,2019-12-01,,,,0.0,566725700.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,179.03968108108108,,,,0.0,,566725700.0,,88900.0,0.0,,566710743.7116216,,,,,,,0.0,0.0,20.0,4.0,0,77,48,0,2,4,1022,646,111,224,105,607,69,70,0,3,69,1,0,2,7,1,0,1,4,0,1,0,3,1,3,0.0644925896702427,0.03241,853.0,0.1209603457093367,0.0211128490281509,0.0209042294603791,0
2019-12-20,2019-12-01,,,,161537.0,47692.0,,,8212.605261693694,,,,,,,,,0.17,,,,,,,,,,,,161716.03968108108,,,,161537.0,,47692.0,,766985.0,3.39,,,,,,,,,1.0,1.0,171.0,25.0,0,77,0,0,3,3,1022,192,111,224,105,607,25,26,1,0,25,0,1,0,0,1,0,0,2,0,1,0,3,13,50,0.010882045550337,0.035183,878.0,0.0206242523896078,0.0053677599188323,0.0037940379403794,0
2019-12-20,2019-12-01,131945.0,100290.59135135137,1100829.823536036,183027.0,55000.0,1.41,0.0,4220.875261693695,9700.0,16400.0,1035.8276659362064,1000.0,14817.049955368042,0.51,111048.602829564,157649.3400568962,0.08,7832.650020599365,22829.27397596154,165481.99007749555,0.0100108828828828,1004.795945945946,100292.9682972973,,0.0,0.01,16400.0,48791.490077495575,183206.03968108108,0.0,70294.0,20000.0,183027.0,7650.0,55000.0,3000.327027027027,292698.0,3.33,32211.36620626704,35043.71162162162,3.12,7.74,6.393201873873873,0.0,0.01,16.51,0.0,0.0,23.0,2.0,0,10,5,0,3,4,196,646,10,1,1,179,53,54,0,28,53,1,0,2,1,1,0,0,2,1,0,0,13,14,2,0.0129544215208717,0.057878,830.0,0.1208798709571503,0.0112351002734976,0.0072332730560578,0
2019-12-20,2019-12-01,64098.0,38620.09135135135,535438.123536036,0.0,21366.0,0.21,0.0,,0.0,37000.0,4035.8276659362064,0.0,44050.29005432129,0.69,28677.112839806443,78056.53000831604,,36504.17980957031,45976.67392598901,114560.70981788637,0.0200108828828828,4004.7959459459457,56562.468297297295,,4000.0,0.05,37000.0,21000.70981788636,179.03968108108108,0.0,42732.0,,0.0,9479.0,21366.0,0.327027027027027,36000.0,0.0,53573.60630522028,21409.71162162162,1.06,8.0,8.003201873873873,,0.03,25.0,1.0,1.0,4.0,4.0,0,3,3,0,1,1,95,192,3,2,2,72,16,74,1,32,16,1,0,2,2,1,0,1,3,0,1,0,3,13,0,0.0323458298996904,0.026723,729.0,0.1319780526136592,0.0385276282322461,0.0530679933665008,0
2019-12-20,2019-12-01,100622.01,25300.09135135135,839804.923536036,192226.0,55000.0,0.62,0.0,11204.775261693694,35800.0,22900.0,5035.827665936206,0.0,1119.9500122070312,0.51,33574.6230116967,75922.64022064209,0.2,0.0,42372.1839853457,75922.64022064209,0.0200108828828828,5004.795945945946,25302.4682972973,,5000.0,0.07,22900.0,27722.64022064209,192405.03968108108,0.0,60254.0,,192226.0,7654.0,55000.0,5000.327027027027,304000.0,3.5,44618.26626310602,30043.71162162162,0.57,7.19,7.193201873873874,0.01,0.07,15.25,0.0,0.0,81.0,4.0,1,8,4,1,2,3,53,220,8,1,1,53,63,64,0,28,63,1,0,2,1,1,1,0,2,0,0,1,3,8,11,0.0123502224924699,0.024926,788.0,0.1216309530989678,0.0148872114809054,0.0123339658444022,0
2019-12-20,2019-12-01,1116267.96,0.0913513513513513,9303521.123536035,836710.0,130000.0,1.42,0.0,33865.23526169369,82500.0,614160.0,35.82766593620648,0.0,89151.40043640137,3.58,190241.4629509333,476567.6300240755,0.26,212024.1204071045,115415.0038629702,1697456.9708138704,1.0882882882882884e-05,4.795945945945946,2.468297297297297,34640740.04117818,0.0,0.0,1053160.0,644296.9708138704,836889.0396810811,0.0,346348.42,,836710.0,0.0,240000.0,0.327027027027027,1236567.0,6.44,171695.71668730036,130043.71162162162,0.0,7.38,3.723201873873874,0.01,0.0,36.08,1.0,0.0,149.0,6.0,0,19,6,0,2,4,365,646,19,0,0,200,69,70,0,2,69,0,0,2,0,0,0,0,2,1,0,0,3,14,31,0.017612148552374,0.042363,857.0,0.093876055382669,0.0085496024327476,0.0050724637681159,0
2019-12-20,2019-12-01,464190.06,0.0913513513513513,3869538.623536036,1796166.0,50000.0,1.33,0.0,20228.78526169369,69900.0,257000.0,294835.8276659362,18000.0,63889.75015258789,1.92,64005.922556984784,253840.08989334104,0.4,87072.55987548828,92519.5939623049,1015107.930258274,0.0600108828828828,56404.795945945945,2.468297297297297,13517424.041178182,24000.0,0.22,382900.0,632207.9302582741,1796345.0396810812,0.0,135115.26,,1796166.0,0.0,140000.0,59800.32702702703,5900000.0,35.92,133834.06640348688,50043.71162162162,0.0,6.3,3.493201873873874,0.01,0.29,42.93,1.0,0.0,158.0,65.0,1,12,6,0,1,2,413,647,12,42,10,219,73,74,0,28,73,0,0,2,0,0,1,0,2,1,0,0,3,13,29,0.0064066350010442,0.010478,927.0,0.0570471191990379,0.0029546144568605,0.0,0
2019-12-20,2019-12-01,,,,295700.0,1523381900.0,,,22673.60526169369,,,,,,,,,0.0,,,,,,,,,,,,295879.0396810811,,,,295700.0,,1523381900.0,,378753.0,0.0,,1523351943.7116215,,,,,,,1.0,1.0,169.0,1.0,4,77,48,1,3,3,1022,647,111,224,105,607,69,70,0,3,69,1,0,2,31,1,1,0,2,1,1,1,3,13,11,0.0676891219497992,0.034838,577.0,0.4374568910633561,0.3609767537742311,0.2057142857142857,1
2019-12-20,2019-12-01,,,,0.0,17000.0,,,4.605261693693693,,,,,,,,,0.0,,,,,,,,,,,,179.03968108108108,,,,0.0,,17000.0,,0.0,0.0,,,,,,,,,0.0,0.0,147.0,24.0,0,77,48,0,1,2,1022,176,111,224,105,607,45,46,1,0,45,0,0,0,0,1,0,0,2,0,1,0,3,13,38,0.020238266473046,0.02137,872.0,0.029094920913039,0.0065246699917684,0.0037940379403794,0
2019-12-20,2019-12-01,189499.79,26650.09135135135,1580453.023536036,3674910.0,482519620.0,0.36,5600.0,48624.605261693694,105300.0,297100.0,59435.82766593621,600.0,5595.0,2.5,196381.32287131585,273406.6300506592,0.0,154967.45040893555,24058.64389287744,1089358.1199686378,0.0100108828828828,20804.795945945945,74442.4682972973,,20200.0,0.08,494600.0,520318.1199686378,3675089.039681081,0.0,0.0,,3674910.0,8000.0,482589630.0,5600.327027027027,3878839.0,0.01,118939.316250899,482519663.7116216,0.5,,0.0032018738738738,,0.05,0.0,1.0,1.0,131.0,9.0,7,9,6,6,2,3,218,375,9,6,2,74,73,74,0,27,73,0,1,0,3,1,1,0,2,1,1,1,13,14,12,0.0110734771124515,0.006554,829.0,0.4670143490980512,0.0153212015711398,0.0123339658444022,0
